location,bud_burst_date,bud_burst_days,flowering_date,flowering_days
Chungju,2000-03-24,83,1994-04-08,97
Chungju,2001-03-23,81,1995-04-13,102
Chungju,2002-03-16,74,1996-04-22,112
Chungju,2003-03-24,82,1997-04-09,98
Chungju,2004-03-20,79,1998-04-06,95
Chungju,2005-04-04,93,1999-04-11,100
Chungju,2006-04-03,92,2000-04-13,103
Chungju,2007-03-30,88,2001-04-10,99
Chungju,2008-03-24,83,2002-03-31,89
Chungju,2009-03-20,78,2003-04-03,92
Chungju,2010-03-30,88,2004-04-07,97
Chungju,2011-04-01,90,2005-04-12,101
Chungju,2012-04-06,96,2006-04-10,99
Chungju,2013-04-03,92,2007-04-06,95
Chungju,2014-03-25,83,2008-04-07,97
Chungju,2015-03-25,83,2009-04-03,92
Chungju,,,2010-04-18,107
Chungju,,,2011-04-13,102
Chungju,,,2012-04-14,104
Chungju,,,2013-04-10,99
Chungju,,,2014-03-31,89
Chungju,,,2015-04-04,93
Seosan,1974-04-09,98,1973-04-11,100
Seosan,1975-04-13,102,1974-04-15,104
Seosan,1976-04-05,95,1975-04-15,104
Seosan,1977-03-29,87,1976-04-14,104
Seosan,1978-03-29,87,1977-04-12,101
Seosan,1979-03-28,86,1978-04-15,104
Seosan,1980-03-31,90,1979-04-12,101
Seosan,1981-03-27,85,1980-04-12,102
Seosan,1982-03-25,83,1981-04-11,100
Seosan,1986-03-31,89,1982-04-12,101
Seosan,1987-03-27,85,1983-04-11,100
Seosan,1988-03-27,86,1984-04-21,111
Seosan,1989-03-23,81,1985-04-16,105
Seosan,1990-03-16,74,1986-04-14,103
Seosan,1991-03-30,88,1987-04-14,103
Seosan,1992-03-22,81,1988-04-12,102
Seosan,1993-03-25,83,1989-04-08,97
Seosan,1994-03-26,84,1990-04-10,99
Seosan,1995-03-29,87,1991-04-13,102
Seosan,1996-03-29,88,1992-04-05,95
Seosan,1997-03-11,69,1993-04-16,105
Seosan,1998-03-07,65,1994-04-11,100
Seosan,1999-03-23,81,1995-04-14,103
Seosan,2000-03-30,89,1996-04-22,112
Seosan,2001-03-28,86,1997-04-10,99
Seosan,2002-03-26,84,1998-04-06,95
Seosan,2003-03-28,86,1999-04-11,100
Seosan,2004-03-29,88,2000-04-15,105
Seosan,2005-04-09,98,2001-04-11,100
Seosan,2006-04-03,92,2002-04-02,91
Seosan,2007-03-29,87,2003-04-07,96
Seosan,2008-03-28,87,2004-04-07,97
Seosan,2009-03-23,81,2005-04-13,102
Seosan,2010-03-24,82,2006-04-09,98
Seosan,2011-04-01,90,2007-04-09,98
Seosan,2012-03-30,89,2008-04-06,96
Seosan,2013-04-12,101,2009-04-05,94
Seosan,2014-03-26,84,2010-04-14,103
Seosan,2015-03-25,83,2011-04-14,103
Seosan,2016-03-27,86,2012-04-16,106
Seosan,2017-03-29,87,2013-04-20,109
Seosan,,,2014-04-03,92
Seosan,,,2015-04-07,96
Seosan,,,2016-04-06,96
Seosan,,,2017-04-10,99
Uljin,1974-04-08,97,1973-04-06,95
Uljin,1975-04-02,91,1974-04-18,107
Uljin,1976-03-26,85,1975-04-12,101
Uljin,1977-03-18,76,1976-04-04,94
Uljin,1978-03-28,86,1977-04-10,99
Uljin,1979-03-14,72,1978-04-11,100
Uljin,1980-03-27,86,1979-04-10,99
Uljin,1981-04-02,91,1980-04-17,107
Uljin,1982-03-31,89,1981-04-10,99
Uljin,1983-04-02,91,1982-04-08,97
Uljin,1984-04-09,99,1983-04-14,103
Uljin,1985-03-29,87,1984-04-22,112
Uljin,1986-03-28,86,1985-04-16,105
Uljin,1987-03-19,77,1986-04-13,102
Uljin,1988-03-30,89,1987-04-05,94
Uljin,1989-03-17,75,1988-04-16,106
Uljin,1990-03-19,77,1989-04-03,92
Uljin,1991-03-18,76,1990-03-26,84
Uljin,1992-03-09,68,1991-04-15,104
Uljin,1993-03-13,71,1992-04-02,92
Uljin,1994-03-15,73,1993-03-30,88
Uljin,1995-03-14,72,1994-04-02,91
Uljin,1996-03-17,76,1995-03-28,86
Uljin,1997-03-13,71,1996-04-08,98
Uljin,1998-03-07,65,1997-03-31,89
Uljin,1999-03-08,66,1998-03-29,87
Uljin,2000-03-23,82,1999-04-03,92
Uljin,2001-03-21,79,2000-04-06,96
Uljin,2002-03-18,76,2001-04-03,92
Uljin,2003-03-18,76,2002-03-28,86
Uljin,2004-03-16,75,2003-04-06,95
Uljin,2005-03-27,85,2004-03-30,89
Uljin,2006-03-18,76,2005-04-07,96
Uljin,2007-03-09,67,2006-04-03,92
Uljin,2008-03-20,79,2007-03-30,88
Uljin,2009-03-18,76,2008-04-05,95
Uljin,2010-03-27,85,2009-03-30,88
Uljin,2011-03-19,77,2010-04-17,106
Uljin,2012-03-29,88,2011-04-10,99
Uljin,2013-03-19,77,2012-04-12,102
Uljin,2014-03-24,82,2013-04-03,92
Uljin,2015-03-23,81,2014-03-31,89
Uljin,,,2015-03-31,89
Cheongju,1973-04-06,95,1973-04-10,99
Cheongju,1974-04-12,101,1974-04-16,105
Cheongju,1975-04-13,102,1975-04-16,105
Cheongju,1976-04-11,101,1976-04-16,106
Cheongju,1977-04-04,93,1977-04-08,97
Cheongju,1978-04-07,96,1978-04-13,102
Cheongju,1979-04-04,93,1979-04-12,101
Cheongju,1980-04-02,92,1980-04-11,101
Cheongju,1981-04-01,90,1981-04-05,94
Cheongju,1982-03-22,80,1982-04-05,94
Cheongju,1983-03-21,79,1983-04-08,97
Cheongju,1984-04-10,100,1984-04-17,107
Cheongju,1985-04-06,95,1985-04-12,101
Cheongju,1986-04-06,95,1986-04-12,101
Cheongju,1987-04-04,93,1987-04-15,104
Cheongju,1988-04-02,92,1988-04-13,103
Cheongju,1989-03-21,79,1989-04-04,93
Cheongju,1990-03-15,73,1990-04-03,92
Cheongju,1991-04-03,92,1991-04-11,100
Cheongju,1992-03-26,85,1992-04-01,91
Cheongju,1993-03-28,86,1993-04-12,101
Cheongju,1994-03-27,85,1994-04-06,95
Cheongju,1995-03-25,83,1995-04-11,100
Cheongju,1996-03-25,84,1996-04-19,109
Cheongju,1997-03-29,87,1997-04-05,94
Cheongju,1998-03-28,86,1998-03-30,88
Cheongju,1999-04-01,90,1999-04-11,100
Cheongju,2000-03-23,82,2000-04-05,95
Cheongju,2001-03-24,82,2001-04-03,92
Cheongju,2002-03-16,74,2002-03-31,89
Cheongju,2003-03-24,82,2003-04-02,91
Cheongju,2004-03-22,81,2004-03-30,89
Cheongju,2005-04-01,90,2005-04-09,98
Cheongju,2006-03-28,86,2006-04-06,95
Cheongju,2007-03-22,80,2007-04-01,90
Cheongju,2008-03-30,89,2008-04-08,98
Cheongju,2009-03-24,82,2009-04-03,92
Cheongju,2010-04-01,90,2010-04-18,107
Cheongju,2011-03-28,86,2011-04-14,103
Cheongju,2012-03-31,90,2012-04-17,107
Cheongju,2013-03-30,88,2013-04-14,103
Cheongju,2014-03-22,80,2014-03-29,87
Cheongju,2015-03-28,86,2015-04-02,91
Cheongju,2016-03-20,79,2016-04-01,91
Cheongju,2017-03-22,80,2017-04-04,93
Cheongju,2018-03-18,76,2018-04-01,90
Cheongju,2019-03-21,79,2019-03-28,86
Cheongju,2020-03-13,72,2020-03-26,85
Cheongju,2021-03-12,70,2021-03-24,82
Cheongju,2022-03-22,80,2022-04-02,91
Cheongju,2023-03-11,69,2023-03-23,81
Cheongju,2024-03-21,80,2024-03-31,90
Daejeon,1973-04-01,90,1973-04-09,98
Daejeon,1974-04-01,90,1974-04-09,98
Daejeon,1976-04-03,93,1975-04-16,105
Daejeon,1977-04-08,97,1977-04-13,102
Daejeon,1978-04-08,97,1978-04-10,99
Daejeon,1979-03-31,89,1979-04-03,92
Daejeon,1980-04-01,91,1980-04-09,99
Daejeon,1981-04-05,94,1981-04-08,97
Daejeon,1982-03-26,84,1982-04-03,92
Daejeon,1983-03-29,87,1983-04-05,94
Daejeon,1984-03-27,86,1984-04-14,104
Daejeon,1985-03-27,85,1985-04-09,98
Daejeon,1986-04-02,91,1986-04-07,96
Daejeon,1987-03-29,87,1987-04-06,95
Daejeon,1988-04-03,93,1988-04-08,98
Daejeon,1989-03-18,76,1989-04-02,91
Daejeon,1990-03-25,83,1990-03-30,88
Daejeon,1991-03-26,84,1991-04-08,97
Daejeon,1992-03-20,79,1992-03-30,89
Daejeon,1993-03-25,83,1993-04-02,91
Daejeon,1994-03-28,86,1994-04-05,94
Daejeon,1995-03-28,86,1995-04-05,94
Daejeon,1996-03-28,87,1996-04-11,101
Daejeon,1997-03-27,85,1997-04-04,93
Daejeon,1998-03-26,84,1998-03-31,89
Daejeon,1999-03-30,88,1999-04-06,95
Daejeon,2000-04-01,91,2000-04-05,95
Daejeon,2001-03-26,84,2001-04-05,94
Daejeon,2002-03-20,78,2002-03-30,88
Daejeon,2003-03-24,82,2003-04-01,90
Daejeon,2004-03-16,75,2004-03-30,89
Daejeon,2005-04-02,91,2005-04-08,97
Daejeon,2006-03-31,89,2006-04-08,97
Daejeon,2007-03-22,80,2007-03-31,89
Daejeon,2008-03-25,84,2008-04-03,93
Daejeon,2009-03-19,77,2009-03-30,88
Daejeon,2010-04-01,90,2010-04-16,105
Daejeon,2011-04-04,93,2011-04-12,101
Daejeon,2012-03-30,89,2012-04-11,101
Daejeon,2013-03-25,83,2013-04-03,92
Daejeon,2014-03-18,76,2014-03-28,86
Daejeon,2015-03-24,82,2015-03-29,87
Daejeon,2016-03-19,78,2016-03-31,90
Daejeon,2017-03-20,78,2017-04-03,92
Daejeon,2018-03-26,84,2018-03-31,89
Daejeon,2019-03-25,83,2019-03-29,87
Daejeon,2020-03-12,71,2020-03-24,83
Daejeon,2021-03-11,69,2021-03-23,81
Daejeon,2022-03-19,77,2022-03-31,89
Daejeon,2023-03-19,77,2023-03-22,80
Daejeon,2024-03-15,74,2024-03-30,89
Chupungnyeong,1973-03-18,76,1973-04-08,97
Chupungnyeong,1974-03-28,86,1974-04-15,104
Chupungnyeong,1975-03-24,82,1975-04-16,105
Chupungnyeong,1976-03-21,80,1976-04-15,105
Chupungnyeong,1977-03-19,77,1977-04-12,101
Chupungnyeong,1978-03-25,83,1978-04-12,101
Chupungnyeong,1979-03-12,70,1979-04-10,99
Chupungnyeong,1980-03-30,89,1980-04-12,102
Chupungnyeong,1982-03-18,76,1981-04-11,100
Chupungnyeong,1983-03-26,84,1982-04-08,97
Chupungnyeong,1984-03-29,88,1983-04-11,100
Chupungnyeong,1985-03-23,81,1984-04-18,108
Chupungnyeong,1986-03-28,86,1985-04-15,104
Chupungnyeong,1987-03-23,81,1986-04-14,103
Chupungnyeong,1988-03-28,87,1987-04-10,99
Chupungnyeong,1989-03-25,83,1988-04-15,105
Chupungnyeong,1990-03-20,78,1989-04-06,95
Chupungnyeong,1991-04-03,92,1990-04-06,95
Chupungnyeong,1992-03-16,75,1991-04-13,102
Chupungnyeong,1993-03-18,76,1992-04-01,91
Chupungnyeong,1994-03-13,71,1993-04-14,103
Chupungnyeong,1995-03-22,80,1994-04-09,98
Chupungnyeong,1996-03-25,84,1995-04-10,99
Chupungnyeong,1997-03-11,69,1996-04-21,111
Chupungnyeong,1998-03-15,73,1997-04-07,96
Chupungnyeong,1999-03-11,69,1998-04-04,93
Chupungnyeong,2000-04-01,91,1999-04-12,101
Chupungnyeong,2001-04-03,92,2000-04-12,102
Chupungnyeong,2002-03-20,78,2001-04-12,101
Chupungnyeong,2003-03-24,82,2002-03-29,87
Chupungnyeong,2004-03-28,87,2003-04-09,98
Chupungnyeong,2005-03-24,82,2004-04-02,92
Chupungnyeong,2006-03-27,85,2005-04-11,100
Chupungnyeong,2007-03-23,81,2006-04-09,98
Chupungnyeong,2008-04-01,91,2007-04-02,91
Chupungnyeong,2009-03-23,81,2008-04-05,95
Chupungnyeong,2010-03-28,86,2009-04-01,90
Chupungnyeong,2011-04-01,90,2010-04-17,106
Chupungnyeong,2012-04-04,94,2011-04-11,100
Chupungnyeong,2013-03-26,84,2012-04-16,106
Chupungnyeong,2014-03-26,84,2013-04-10,99
Chupungnyeong,2015-03-28,86,2014-04-01,90
Chupungnyeong,,,2015-04-13,102
Andong,1973-04-02,91,1973-04-08,97
Andong,1974-04-09,98,1974-04-16,105
Andong,1975-04-07,96,1975-04-13,102
Andong,1976-04-09,99,1976-04-14,104
Andong,1977-04-02,91,1977-04-09,98
Andong,1978-03-31,89,1978-04-09,98
Andong,1983-04-03,92,1981-04-06,95
Andong,1984-03-30,89,1983-04-11,100
Andong,1985-04-02,91,1984-04-17,107
Andong,1986-04-02,91,1985-04-12,101
Andong,1987-04-01,90,1986-04-08,97
Andong,1988-04-06,96,1987-04-10,99
Andong,1989-03-31,89,1988-04-15,105
Andong,1990-03-23,81,1989-04-05,94
Andong,1991-04-04,93,1990-04-02,91
Andong,1992-03-30,89,1991-04-11,100
Andong,1993-03-22,80,1992-04-03,93
Andong,1994-03-22,80,1993-04-05,94
Andong,1995-03-20,78,1994-04-05,94
Andong,1996-03-28,87,1995-04-07,96
Andong,1997-03-26,84,1996-04-16,106
Andong,1998-03-21,79,1997-04-09,98
Andong,1999-03-22,80,1998-04-04,93
Andong,2000-03-30,89,1999-04-03,92
Andong,2001-03-23,81,2000-04-08,98
Andong,2002-03-11,69,2001-04-02,91
Andong,2003-03-20,78,2002-03-27,85
Andong,2004-03-18,77,2003-04-01,90
Andong,2005-03-21,79,2004-04-01,91
Andong,2006-03-31,89,2005-04-09,98
Andong,2007-03-20,78,2006-04-07,96
Andong,2008-03-22,81,2007-04-04,93
Andong,2009-03-13,71,2008-04-06,96
Andong,2010-03-12,70,2009-03-29,87
Andong,2011-04-04,93,2010-04-10,99
Andong,2012-04-02,92,2011-04-11,100
Andong,2013-03-27,85,2012-04-11,101
Andong,2014-03-30,88,2013-04-05,94
Andong,2015-03-26,84,2014-04-01,90
Andong,2016-03-23,82,2015-04-01,90
Andong,2017-04-03,92,2016-04-02,92
Andong,2018-03-28,86,2017-04-05,94
Andong,2019-03-25,83,2018-03-30,88
Andong,2020-03-24,83,2019-03-30,88
Andong,2021-03-22,80,2020-03-27,86
Andong,2022-03-28,86,2021-03-26,84
Andong,2023-03-09,67,2022-04-02,91
Andong,2024-03-17,76,2023-03-23,81
Andong,,,2024-04-01,91
Sangju,2002-03-22,80,2002-03-29,87
Sangju,2003-03-26,84,2003-04-02,91
Sangju,2004-03-17,76,2004-03-30,89
Sangju,2005-04-05,94,2005-04-08,97
Sangju,2006-03-31,89,2006-04-03,92
Sangju,2007-03-23,81,2007-04-01,90
Sangju,2008-03-22,81,2008-04-03,93
Sangju,2009-03-14,72,2009-03-27,85
Sangju,2010-03-19,77,2010-04-12,101
Sangju,2011-03-30,88,2011-04-11,100
Sangju,2012-04-03,93,2012-04-12,102
Sangju,2013-03-29,87,2013-04-05,94
Sangju,2014-03-27,85,2014-03-31,89
Sangju,2015-03-20,78,2015-03-30,88
Pohang,1973-03-13,71,1973-04-03,92
Pohang,1975-04-02,91,1974-04-09,98
Pohang,1976-03-18,77,1975-04-07,96
Pohang,1977-03-20,78,1976-04-02,92
Pohang,1978-03-25,83,1977-04-05,94
Pohang,1979-03-20,78,1978-04-02,91
Pohang,1980-03-25,84,1979-04-01,90
Pohang,1981-03-30,88,1980-04-07,97
Pohang,1984-04-06,96,1981-04-08,97
Pohang,1985-03-25,83,1984-04-15,105
Pohang,1986-03-22,80,1985-04-08,97
Pohang,1987-03-17,75,1986-04-07,96
Pohang,1988-03-26,85,1987-04-02,91
Pohang,1989-03-13,71,1988-04-07,97
Pohang,1990-03-16,74,1989-03-31,89
Pohang,1991-03-26,84,1990-03-27,85
Pohang,1992-03-15,74,1991-04-11,100
Pohang,1993-03-21,79,1992-03-30,89
Pohang,1994-03-18,76,1993-04-02,91
Pohang,1995-03-19,77,1994-04-02,91
Pohang,1996-03-24,83,1995-04-02,91
Pohang,1997-03-11,69,1996-04-07,97
Pohang,1998-03-09,67,1997-03-27,85
Pohang,1999-03-12,70,1998-03-27,85
Pohang,2000-03-17,76,1999-03-31,89
Pohang,2001-03-19,77,2000-03-28,87
Pohang,2002-03-12,70,2001-03-22,80
Pohang,2003-03-14,72,2002-03-16,74
Pohang,2004-03-10,69,2003-03-26,84
Pohang,2005-03-23,81,2004-03-22,81
Pohang,2006-03-10,68,2005-04-05,94
Pohang,2007-03-08,66,2006-03-28,86
Pohang,2008-03-13,72,2007-03-23,81
Pohang,2009-03-11,69,2008-03-28,87
Pohang,2010-03-22,80,2009-03-20,78
Pohang,2011-03-30,88,2010-04-03,92
Pohang,2012-03-29,88,2011-04-02,91
Pohang,2013-03-06,64,2012-04-05,95
Pohang,2014-03-20,78,2013-03-20,78
Pohang,2015-03-14,72,2014-03-27,85
Pohang,2016-03-17,76,2015-03-27,85
Pohang,2017-03-13,71,2016-03-28,87
Pohang,2018-03-13,71,2017-03-27,85
Pohang,2019-03-09,67,2018-03-27,85
Pohang,2020-03-08,67,2019-03-21,79
Pohang,2021-03-11,69,2020-03-23,82
Pohang,2022-03-10,68,2021-03-23,81
Pohang,2023-03-08,66,2022-03-27,85
Pohang,2024-03-15,74,2023-03-16,74
Pohang,,,2024-03-29,88
Gunsan,1973-03-31,89,1973-04-10,99
Gunsan,1974-04-05,94,1974-04-13,102
Gunsan,1975-03-20,78,1975-04-15,104
Gunsan,1976-03-24,83,1976-04-13,103
Gunsan,1977-03-23,81,1977-04-11,100
Gunsan,1978-04-04,93,1978-04-12,101
Gunsan,1979-03-27,85,1979-04-07,96
Gunsan,1980-03-29,88,1980-04-14,104
Gunsan,1981-03-29,87,1981-04-14,103
Gunsan,1982-03-29,87,1982-04-14,103
Gunsan,1983-03-28,86,1983-04-10,99
Gunsan,1984-04-04,94,1984-04-17,107
Gunsan,1985-04-06,95,1985-04-16,105
Gunsan,1986-04-14,103,1986-04-17,106
Gunsan,1987-03-30,88,1987-04-15,104
Gunsan,1988-03-31,90,1988-04-17,107
Gunsan,1989-03-20,78,1989-04-09,98
Gunsan,1990-03-24,82,1990-04-07,96
Gunsan,1991-04-08,97,1991-04-13,102
Gunsan,1992-03-26,85,1992-04-05,95
Gunsan,1993-03-23,81,1993-04-16,105
Gunsan,1994-03-27,85,1994-04-13,102
Gunsan,1995-03-21,79,1995-04-22,111
Gunsan,1996-03-26,85,1996-04-23,113
Gunsan,1997-03-11,69,1997-04-10,99
Gunsan,1998-03-18,76,1998-04-05,94
Gunsan,1999-03-17,75,1999-04-10,99
Gunsan,2000-03-31,90,2000-04-12,102
Gunsan,2001-03-23,81,2001-04-10,99
Gunsan,2002-03-20,78,2002-04-05,94
Gunsan,2003-03-26,84,2003-04-05,94
Gunsan,2004-03-26,85,2004-04-06,96
Gunsan,2005-04-05,94,2005-04-16,105
Gunsan,2006-04-01,90,2006-04-10,99
Gunsan,2007-03-28,86,2007-04-05,94
Gunsan,2008-03-26,85,2008-04-06,96
Gunsan,2009-03-20,78,2009-04-06,95
Gunsan,2010-03-19,77,2010-04-06,95
Gunsan,2011-04-04,93,2011-04-18,107
Gunsan,2012-03-31,90,2012-04-16,106
Gunsan,2013-03-25,83,2013-04-12,101
Gunsan,2014-03-25,83,2014-04-01,90
Gunsan,2015-03-19,77,2015-04-05,94
Daegu,1973-03-26,84,1973-03-31,89
Daegu,1974-04-02,91,1974-04-07,96
Daegu,1975-03-12,70,1975-04-07,96
Daegu,1976-03-19,78,1976-04-05,95
Daegu,1977-03-12,70,1977-04-01,90
Daegu,1978-03-09,67,1978-04-06,95
Daegu,1979-03-04,62,1979-03-31,89
Daegu,1980-03-12,71,1980-04-04,94
Daegu,1981-03-15,73,1981-04-03,92
Daegu,1982-03-13,71,1982-03-29,87
Daegu,1983-03-15,73,1983-04-02,91
Daegu,1984-04-01,91,1984-04-11,101
Daegu,1985-03-30,88,1985-04-04,93
Daegu,1986-03-23,81,1986-04-05,94
Daegu,1987-03-20,78,1987-04-02,91
Daegu,1988-03-22,81,1988-04-06,96
Daegu,1989-03-04,62,1989-03-31,89
Daegu,1990-03-06,64,1990-03-25,83
Daegu,1991-03-21,79,1991-04-03,92
Daegu,1992-03-13,72,1992-03-30,89
Daegu,1993-03-24,82,1993-03-31,89
Daegu,1994-03-19,77,1994-04-03,92
Daegu,1995-03-16,74,1995-04-03,92
Daegu,1996-03-21,80,1996-04-09,99
Daegu,1997-03-10,68,1997-03-28,86
Daegu,1998-03-03,61,1998-03-28,86
Daegu,1999-02-28,58,1999-03-31,89
Daegu,2000-03-14,73,2000-03-31,90
Daegu,2001-03-13,71,2001-03-25,83
Daegu,2002-03-10,68,2002-03-20,78
Daegu,2003-03-19,77,2003-03-28,86
Daegu,2004-03-09,68,2004-03-23,82
Daegu,2005-03-28,86,2005-04-04,93
Daegu,2006-03-23,81,2006-03-28,86
Daegu,2007-03-20,78,2007-03-24,82
Daegu,2008-03-15,74,2008-03-27,86
Daegu,2009-03-12,70,2009-03-22,80
Daegu,2010-03-22,80,2010-04-05,94
Daegu,2011-03-13,71,2011-04-02,91
Daegu,2012-03-19,78,2012-04-04,94
Daegu,2013-03-11,69,2013-03-23,81
Daegu,2014-03-17,75,2014-03-27,85
Daegu,2015-03-20,78,2015-03-28,86
Daegu,2016-03-22,81,2016-03-25,84
Daegu,2017-03-16,74,2017-03-29,87
Daegu,2018-03-12,70,2018-03-27,85
Daegu,2019-03-17,75,2019-03-21,79
Daegu,2020-03-09,68,2020-03-21,80
Daegu,2021-03-16,74,2021-03-23,81
Daegu,2022-03-21,79,2022-03-26,84
Daegu,2023-03-10,68,2023-03-21,79
Daegu,2024-03-16,75,2024-03-27,86
Jeonju,1973-03-31,89,1973-04-08,97
Jeonju,1974-04-09,98,1974-04-12,101
Jeonju,1975-04-07,96,1975-04-12,101
Jeonju,1976-04-06,96,1976-04-12,102
Jeonju,1977-04-07,96,1977-04-12,101
Jeonju,1979-03-21,79,1978-04-03,92
Jeonju,1980-03-20,79,1979-04-05,94
Jeonju,1981-04-07,96,1980-04-10,100
Jeonju,1982-04-01,90,1981-04-10,99
Jeonju,1984-04-06,96,1982-04-08,97
Jeonju,1986-04-01,90,1983-04-05,94
Jeonju,1987-03-17,75,1984-04-15,105
Jeonju,1988-03-25,84,1985-04-10,99
Jeonju,1989-03-12,70,1986-04-09,98
Jeonju,1990-03-17,75,1987-04-10,99
Jeonju,1991-03-27,85,1988-04-11,101
Jeonju,1992-03-13,72,1989-04-03,92
Jeonju,1993-03-23,81,1990-03-31,89
Jeonju,1994-03-20,78,1991-04-09,98
Jeonju,1995-03-26,84,1992-03-28,87
Jeonju,1996-04-03,93,1993-04-03,92
Jeonju,1997-03-13,71,1994-04-06,95
Jeonju,1998-03-21,79,1995-04-07,96
Jeonju,1999-03-27,85,1996-04-16,106
Jeonju,2000-03-31,90,1997-04-04,93
Jeonju,2001-03-27,85,1998-03-31,89
Jeonju,2002-03-23,81,1999-04-04,93
Jeonju,2003-03-25,83,2000-04-09,99
Jeonju,2004-03-27,86,2001-04-07,96
Jeonju,2005-04-04,93,2002-03-30,88
Jeonju,2006-03-25,83,2003-03-31,89
Jeonju,2007-03-21,79,2004-03-31,90
Jeonju,2008-03-23,82,2005-04-09,98
Jeonju,2009-03-17,75,2006-04-05,94
Jeonju,2010-03-28,86,2007-03-27,85
Jeonju,2011-04-01,90,2008-04-02,92
Jeonju,2012-04-01,91,2009-03-31,89
Jeonju,2013-03-25,83,2010-04-05,94
Jeonju,2014-03-22,80,2011-04-10,99
Jeonju,2015-03-17,75,2012-04-10,100
Jeonju,2016-03-13,72,2013-04-03,92
Jeonju,2017-03-11,69,2014-03-28,86
Jeonju,2018-03-14,72,2015-03-30,88
Jeonju,2019-03-12,70,2016-03-27,86
Jeonju,2020-03-09,68,2017-04-02,91
Jeonju,2021-03-08,66,2018-03-27,85
Jeonju,2022-03-14,72,2019-03-29,87
Jeonju,2023-03-13,71,2020-03-26,85
Jeonju,2024-03-15,74,2021-03-18,76
Jeonju,,,2022-03-30,88
Jeonju,,,2023-03-22,80
Jeonju,,,2024-03-26,85
Ulsan,1973-03-28,86,1973-04-06,95
Ulsan,1975-03-24,82,1975-04-02,91
Ulsan,1976-03-14,73,1976-04-03,93
Ulsan,1977-03-19,77,1977-04-02,91
Ulsan,1978-03-23,81,1978-04-05,94
Ulsan,1979-03-19,77,1979-03-29,87
Ulsan,1980-03-28,87,1980-04-04,94
Ulsan,1981-03-17,75,1981-04-06,95
Ulsan,1982-03-15,73,1982-03-29,87
Ulsan,1983-03-18,76,1983-04-06,95
Ulsan,1984-03-29,88,1984-04-13,103
Ulsan,1985-03-28,86,1985-04-08,97
Ulsan,1986-03-29,87,1986-04-05,94
Ulsan,1987-03-17,75,1987-03-31,89
Ulsan,1988-03-15,74,1988-04-09,99
Ulsan,1989-03-14,72,1989-03-29,87
Ulsan,1990-03-12,70,1990-03-24,82
Ulsan,1991-04-01,90,1991-04-08,97
Ulsan,1992-03-19,78,1992-03-29,88
Ulsan,1993-03-20,78,1993-03-29,87
Ulsan,1994-03-19,77,1994-04-02,91
Ulsan,1995-03-12,70,1995-03-31,89
Ulsan,1996-03-20,79,1996-04-06,96
Ulsan,1997-03-11,69,1997-03-26,84
Ulsan,1998-03-11,69,1998-03-27,85
Ulsan,1999-03-21,79,1999-04-01,90
Ulsan,2000-03-27,86,2000-03-31,90
Ulsan,2001-03-23,81,2001-03-25,83
Ulsan,2002-03-18,76,2002-03-20,78
Ulsan,2003-03-20,78,2003-03-28,86
Ulsan,2004-03-16,75,2004-03-24,83
Ulsan,2005-03-21,79,2005-04-05,94
Ulsan,2006-03-11,69,2006-03-27,85
Ulsan,2007-02-27,57,2007-03-22,80
Ulsan,2008-03-21,80,2008-03-26,85
Ulsan,2009-03-11,69,2009-03-22,80
Ulsan,2010-03-20,78,2010-04-03,92
Ulsan,2011-03-25,83,2011-04-02,91
Ulsan,2012-03-23,82,2012-04-06,96
Ulsan,2013-03-08,66,2013-03-21,79
Ulsan,2014-03-17,75,2014-03-28,86
Ulsan,2015-03-21,79,2015-03-28,86
Ulsan,2016-03-19,78,2016-03-28,87
Ulsan,2017-03-19,77,2017-03-29,87
Ulsan,2018-03-23,81,2018-03-29,87
Ulsan,2019-03-18,76,2019-03-23,81
Ulsan,2020-03-20,79,2020-03-23,82
Ulsan,2021-03-14,72,2021-03-21,79
Ulsan,2022-03-15,73,2022-03-28,86
Ulsan,2023-03-14,72,2023-03-22,80
Ulsan,2024-03-17,76,2024-03-28,87
Changwon,1987-03-14,72,1987-03-30,88
Changwon,1988-03-15,74,1988-04-05,95
Changwon,1989-03-06,64,1989-03-30,88
Changwon,1990-03-05,63,1990-03-24,82
Changwon,1991-03-25,83,1991-04-09,98
Changwon,1992-03-17,76,1992-03-27,86
Changwon,1993-03-11,69,1993-03-29,87
Changwon,1994-03-26,84,1994-04-03,92
Changwon,1995-03-14,72,1995-03-30,88
Changwon,1996-03-12,71,1996-04-07,97
Changwon,1997-03-09,67,1997-03-27,85
Changwon,1998-03-05,63,1998-03-25,83
Changwon,1999-03-11,69,1999-03-29,87
Changwon,2000-03-07,66,2000-03-31,90
Changwon,2001-03-08,66,2001-03-27,85
Changwon,2002-03-04,62,2002-03-21,79
Changwon,2003-02-27,57,2003-03-27,85
Changwon,2004-03-01,60,2004-03-22,81
Changwon,2005-03-14,72,2005-04-06,95
Changwon,2006-03-10,68,2006-03-27,85
Changwon,2007-03-15,73,2007-03-27,85
Changwon,2008-03-17,76,2008-03-27,86
Changwon,2009-03-10,68,2009-03-21,79
Changwon,2010-03-12,70,2010-03-29,87
Changwon,2011-03-14,72,2011-04-01,90
Changwon,2012-03-22,81,2012-04-05,95
Changwon,2013-03-17,75,2013-03-22,80
Changwon,2014-03-06,64,2014-03-26,84
Changwon,2015-03-21,79,2015-03-28,86
